index,text,true_label,predicted_label,probability,confidence,error_type,review_length
3060,"Mild spoiler in the second paragraph.<br /><br />Anna Christie was Garbo's lackluster 1st talkie. She and Dressler look like the only people who know what they're doing in this movie. The old guy who plays Garbo's dad (George F. Marion) in the film is soooo ah-noying!! All he does is stumble around drunkenly in a totally fake way and yell about ""dat old dah-veel sea"". He blames Garbo's ""past"", his whole life, and Everything on the sea! He comes across as stupid x 10. Charles Bickford is Matt, the rough 'n' tumble sailor Garbo falls in love with, and he's fine in his role, but nothing really outstanding.<br /><br />The best part is when Garbo unleashes her ""terrible secret"" on Bickford and her dad. Finally, Marion stops talking about the evil of the sea and beats his head and fists on the table in perfect time with Bickford. Then soon he goes on a tirade about the sea.<br /><br />I had to practically force myself to finish Anna Christie. It's too melodramatic in many parts and creaky. There are many good early talkies but this is not one of them. If you haven't seen Garbo before try something else before Anna Christie, like CAMILLE or GRAND HOTEL.",0,1,0.8127620220184326,0.6255240440368652,FP,200
3075,"I saw a great clip of this film, which I'll talk about later, and then the cast list, and thought I might as well give it a go. Basically, a down-on-his-luck bartender, Randy (Matt Dillon), his cocky cousin Carl Harding (Paul Reiser) and murder investigation Detective Dehling (John Goodman) all have something in common, they have seen the girl of their dreams (whether married or not), and they would do anything to please and be with her, even die. All three met/saw her ""one night at McCool's"", the bar that Randy worked at, they have no knowledge of each other, but all three cannot stop thinking of Femme Fetale Jewel Valentine (The Lord of the Rings' Liv Tyler). All three are telling their stories to someone they hope will listen to their pretty intense and revealing stories, Randy talks to hit-man Mr. Burmeister (Michael Douglas, who co-produced the film), Carl to psychologist/psychiatrist Dr. Green (Reba McEntire) and Dehling to priest Father Jimmy (Richard Jenkins). They confess all details of what they have been willing to do, their sexual contact with her, and eventually they are all brought together in one place, all intent on being with her, and all involved with the final shootout that leaves one dead, one running away (and eventually dying) and one stunned, and the unexpected guy she chooses (but at the same time obvious, cos it's sex-obsessed Douglas). Also starring Andrew Dice Clay as Utah/Elmo and Sandy Martin as Bingo Vendor Woman. If I had to pick a favourite moment, it would definitely be what was mentioned at number 11 along with Cool Hand Luke on The 100 Greatest Sexy Moments, where Tyler copycats the woman washing the car with suds all over herself, and in front of Goodman, very sexy! Apart from that, not the most memorable film. Okay!",0,1,0.9672929048538208,0.9345858097076416,FP,303
3088,"Before I took a job as a reviewer, I never went to films like this, and thus remained blissfully unaware that at the soul of the Hollywood film lies a deeply woman-hating spirit that thrives on putting its knocking little knees on the silver screen for all to either empathize with or revile. Or is this just a particularly bad year? An ugly trend? <br /><br />Here we have yet another seemingly sweet, innocent, beautiful woman turned lethal weapon. The kind that cautions us that beneath every pair of batting eyes and nesting instincts lies a wild-eyed beast guaranteed to make everyone's life within 50 miles a living hell.<br /><br />This month's specimen is Jewel Valentine's (Liv Tyler), whose simple dreams include having her own little house, a backyard fountain, and a mondo home entertainment system. Unfortunately, Randy (Matt Dillon, in his first film in 3 years), the dim-bulb bartender she picks up at McCool's one night intending to rob, is less materially oriented. The kind of guy who drinks beer out of a toilet plunger, he prefers to hunker down in his dead mother's house with few creature comforts save his snowglobe collection.<br /><br />In that same low-rent bar, the Devil in the Red Dress also bumps into Randy's cousin, Carl (the highly amusing Paul Reiser), a lawyer with an ego the size of St. Louis. When things go south within hours, enter the widowed detective with a heart of gold (John Goodman). The result? Three men sustain big, bad crushes on the leopard-clad progeny of Steven Tyler and Bebe Buell-crushes that make them do things that common sense would normally contraindicate. Like get involved in the first place.<br /><br />Multiple points of view and flashbacks patch together the front-page news about how easy it is to fall victim to one's libido, especially if you're male. As each of these men relates his perspective to a confidant, his desire to possess The Jewel colors the `truth' of the situation. About 70 minutes later, things come together in a reasonably amusing way. But it's amusement from the same source that tells you that the stuff on the popcorn actually tastes like butter.<br /><br />MCCOOL'S is the first film by Norwegian commercial and music-video director Harald Zwart, and his pedigree is clear during some of the fantasy segments, including one about a car wash, soap and a hose that you can probably extrapolate. It's also the debut project from the production company owned by Michael Douglas, who's found his niche as a toupeed sleezeball in a bingo parlor.<br /><br />Dillon and Tyler are unlikely to win any gold statues for this one, though given the one-dimensionality of their overdone film noir-type characters, you can't really fault them. Several minor roles drag out unexpected guests--Reba McEntire plays Carl's psychiatrist, and Andrew Dice Clay doubles as both the hoodlum Utah and his even-scarier brother. (Finally, an outlet for all that aggression.)<br /><br />This film unwittingly speaks volumes about the dynamics between men and women--or men and their mommies. But ultimately you'd probably find more lasting psychological truths in a Bugs Bunny episode. I will say that it's better, funnier, more sophisticated than other recent gems like TOMCATS, but should we really have to choose what to see based on what ranks lowest on the misogynism scale?",0,1,0.8193328380584717,0.6386656761169434,FP,536
3095,"Seriously Reality Charity TV These producers must think that the masses are full of non-thinkers.<br /><br />These shows are called reality, which means they are suppose to resemble something real, with truth or facts.<br /><br />I suppose the characters are really acting in all the pathetic-ness.<br /><br />At one point I wonder if these type of shows decrease or increase the collective unconsciousness.<br /><br />We live in a world that already contains individuals that are not authentic. <br /><br />Is it necessary to promote an inauthentic way of being?",0,1,0.9221965670585632,0.8443931341171265,FP,79
3103,"So many films are now in a Genre described as ""Comedy/Thriller"", as was this one. A fine cast, interesting premise, but what an unpleasant film to watch. Into Hemp films? Then either ""Saving Grace"" or ""Lock, Stock..."" are far more enjoyable films. Rating: Just 2 out of 10 Roach Clips",0,1,0.6793009042739868,0.35860180854797363,FP,48
3106,"This love story between an American journalist and an Eurasian lady doctor does not contain much conflict, since she is largely Westernized (having studied in London), nor any fireworks, since she behaves rather restrained. What little interest the story manages to raise is knocked down further by their wooden dialogs. They are supposed to be two cosmopolitan intellectuals, but talk as if the words are put in their mouths by a Hollywood hack who is not much of one himself. The movie also suffers from an amazing lack of realism - a completely deserted beach in crowded little Hongkong, overrun by a million Chinese refugees? And a presumably accomplished American journalist in his 40s who doesn't know what a hysterectomy is? Hollywood ideas. Finally ""the song"". After hearing it an estimated twenty times throughout the movie, starting right with the credits, it tends to loose some of its emotional impact, sorry to say.",0,1,0.9929799437522888,0.9859598875045776,FP,152
3107,"This film looks great, and that's about where my praise ends. ""Love Is a Many Splendored Thing"" came out in the very schizophrenic year of 1955, when candy-coloured nonsense like this co-existed with trail-blazing artistic fair like ""Kiss Me Deadly."" As a trend toward smaller, socially conscious films like ""On the Waterfront"" and ""Marty"" established itself in the mid-50's, other directors felt the need to stick with the unchallenging, pandering melodrama that classifies so many other films from that decade, and ""Love"" is one of the latter.<br /><br />This is the kind of 50's movie where the Technicolor is used to its garish utmost and the lighting is invariably high-key; even scenes taking place in a dark room or at night are brighter than the average sunny day. I never want to hear the theme song again, as it's played frequently enough over the course of the film to last anyone a lifetime, and I certainly don't want to hear it sung by the shrill, ear-piercing choir that belts it out over the end titles. Jennifer Jones and William Holden are passable, but really anybody could have played these parts. Jones' role is horribly written--her character is incredibly inconsistent, and it seems as if whenever her character is required to make a decision about something, the screenwriters flipped a coin to decide what that decision would be.<br /><br />People will undoubtedly tell me I'm taking this film too seriously, that I'm unromantic, etc. But I loved ""All That Heaven Allows,"" released the same year and just as cornball in its own way, except that Douglas Sirk is able to turn melodrama into an art form, whereas Henry King (director of ""Love"") is not.<br /><br />I'm usually able to enjoy bad melodrama, but in this case I was just bored.<br /><br />Grade: D+",0,1,0.6994050145149231,0.3988100290298462,FP,293
3109,"Seeing this movie in previews I thought it would be witty and in good spirits. Unfortunately it was a standard case of ""the funny bits were in the preview"", not to say it was all bad. But ""the good bits were in the preview"".<br /><br />If you are looking for an adolescent movie that will put you to sleep then Watch this movie.",0,1,0.7541994452476501,0.5083988904953003,FP,61
3112,"Okay, you hippies are probably wondering what I have against an ""education"" and ""informative"" show like ""Barney""? Well, I have a lot of hate against it for these reasons:<br /><br />1. It teaches that having a personality and individualism is immoral. No one on the show has a personality. Everyone dresses alike, talks alike, acts alike and dances alike. Even in the episode called ""Being an Individual"", kids try to tell Barney about what they like and EVERYONE on the planet should do what I like. Do you wanna teach your kid that being an individual is wrong?<br /><br />2. ""A Stranger is a Friend,You Haven't Met"" Episode. While seemingly harmless, the show's producers soonfound that it could also be extremely dangerous for young children. In fact, several young Barney-lovers from across the U.S. fell victim to pedophiles, who were using the show's friendly message to lure children away from their parents. The episode has since been pulled, but the damage had been done. So called ""Innocent"" mistakes in programming, like this one, clearly show why parents need to watch television WITH their children.<br /><br />3. IF your not happy all the time, you are a bad person. No one seems to show any other emotion but happiness, no matter which situation they are in. If the child's parents get mad or sad for some reason, the child may think of Mommy or Daddy differently. Not a good message at all.<br /><br />4. Magic solves everything! Seems like every problem is solved by magic. At least in shows like ""Fraggle Rock"", it teaches us that magic CAN backfire at it is best to solve problems on your own. Does Barney teach this? NO, of course not. There HAS to be magic in there. And the problem is, a lot of two year olds cannot tell fantasy from reality, and might think their parents, siblings or relatives can use magic to solve everything, yet become confused when they CANNOT use magic and think they are weird. Another boner pulled again.<br /><br />5. Barney makes no distinction between stealing and sharing. He has even specifically said that ""stealing is okay if the person you steal from doesn't mind"". Kids can learn that if you really want something, stealing is a perfectly acceptable way to get it. This is not something that preschoolers need authority figures to tell them.<br /><br />6. ""If I just have the right thing, I can solve all my problems."" Whenever the kids have a problem, Barney gives them whatever they need to solve it. The message being sent here is ""Don't try to think to solve this! It's too much work, and the solution probably wouldn't work anyway. Just use this."" Because of this, children could stop thinking through things (Barney said it was too much work) and become dependent on the ""right"" object. (The right shoes, the right food, the right computer, the right exercise machine...) This is obviously a good message for the Barney marketers, but it's not good for preschoolers.<br /><br />7. The message that cheating is okay. In another episode the children are involved in a contest to carry a peanut on a spoon without dropping it. One child puts peanut butter on his spoon, and easily wins. The child is then rewarded for his creative thinking, when the child in fact bent the rules, and changed the game so that he could win. This teaches that cheating is good, you win and people think that you are creative, when in real life you will often be disqualified, or worse, and severely disliked by other competitors who played by the rules.<br /><br />8. Do the kids in this show eat anything else besides cakes, cookies and candy? That teaches that it is okay to eat tons of junk food and avoid healthy food, despite Barney's so called ""Health Food"" song. Other than that, EVERYONE in the show eats junk food. No wonder there are so many obese kids in America and Europe.<br /><br />And finally....<br /><br />Most other kids' television shows teach creative problem solving well, without having to resort to ""magic"". Barney could also have done that but instead decided to use the method that was A) best for the marketers and B) took the least time and money for scripts. It's a blatant sellout that shows just how little the Lyons Group actually cares about children.<br /><br />That is my rant for you all.",0,1,0.5418410301208496,0.08368206024169922,FP,720
3123,"Being a child of the 1980s, I grew up with numerous educational as well as diversionary programs (or both), and continue to learn so much from them now that I admire the wisdom of those who worked on them. After learning that Sesame Street, to name the best example, was not solely responsible for the fact that I could read at an adult level before I could walk, it only increased the level of disgust I feel not only towards the Lyons corporation and its product, but those who defend them, too. As if I had faith in those we assign to protect us or our children to begin with, the fact that Barney & Friends still pollutes our airwaves after more than a decade later is a discredit not only to the FCC, American commerce, and its makers, it is a discredit to all of humanity. In a world where I can be harassed without recourse by the police, welfare services, and child protection agencies simply for being born different to those in power, yet broadcasters are allowed to pump this drivel into my home uncontested, you have to ask what is wrong with people.<br /><br />You see, in a world where we are expected to behave like adults and account for ourselves, what we say to our sons and daughters is of importance because it will often have consequences long after we are gone. Not only are our attempts to make our children more normal, more alike, more think-alike, potentially devastating, what we end up teaching them to be normal has a big part to play, too. So the question becomes one of what Barney is teaching our children to be normal. Apart from lessons such as that we are not good if we do not have good feelings, or that someone will change the rules to make us happy when we come up short, other shocking things we are shown on the Barney show include Barney molesting children. The issue of child abduction and child molestation is a big one in our society, and has been ever since we started trying to pretend it was not, but that would qualify as one of the most inappropriate ways in which to present the topic.<br /><br />So far I have only mentioned the inappropriate and emotionally damaging lessons Barney himself presents. Adding to the problem is the children shown on the show. I use the word children loosely here, as the range of ages shown goes as low as three years and as high as fourteen. Yet no difference in emotional response is shown at either extreme. Fourteen year olds react to Barney and his proposed situations in the exact same way as five year olds. Experts in childhood and adolescent autism especially consider this an incredibly foul thing to expose children to. Adults on the autistic spectrum who faced increasing problems as their needs were not only not met but flat-out ignored have a tendency to watch this and feel an urge to do the kinds of things with Barney that would make fourteen year olds cry. As irreverent and sick as shows targeted toward the elder-child market such as You Can't Do That On Television were, they stamp all over Barney by demonstrating that not only do different ages respond to the same thing in different ways, so too do different people.<br /><br />So in response to mdmireles1295, I have to say that I hope like hell they do not have children. For every time I see a parent showing their child this drivel, it gives me an overwhelming urge to report them to the police for child abuse. And I speak as a man whose entire upbringing was dominated by abuse. They might sing about manners, loving, caring, or sharing, but the examples they show are not only so lopsided as to be the opposite of educational, they are so devoid of realism as to become dangerous, as The Light Triton has already pointed out. The kind of lessons children learn from Barney are that people do not vary, feelings must be suppressed at all costs, and rules are entirely arbitrary. When compared to the lessons that variation is what makes the world go around and even the most bitter feelings have a purpose that television taught me as a boy, it still boggles the mind that the authorities have yet to step in and yank this trash off the air. If a parent did to their child what Barney does around the world, they would face criminal charges.<br /><br />Hence, I gave Barney my favourite two out of ten score that I give to all rubbish with absolutely no redeeming value. In a world of adults that know how to properly respond to their children, it has no place.",0,1,0.6519524455070496,0.3039048910140991,FP,795
3124,"I didn't watch this show that much when I was little. And I think I only watched 1 episode which was about Railroads I believe because I liked trains and still do. Even then I thought it was a baby show. I mostly watched Arthur. The songs are pretty weird too. And I don't think it's that educational either. They just sing some dumb Nursery Rhymes. This is a dumb show, any adults who like it are crazy! If you want some good kids shows, watch something like Arthur, Mister Rogers Neighborhood or even better Pee-wee's Playhouse. I thought Sesame Street was boring when I was little but even that is better than Barney. Trust me, this show is pretty dumb, there are other Kids Shows that are better than this one. I can see many of the reviews here that a lot of people don't like this show. Now there are some mature people. I hope they take this show off air soon.",0,1,0.6253523230552673,0.25070464611053467,FP,163
3141,"Dakota Incident has to be one of the strangest westerns I've ever seen. Not good, but definitely strange.<br /><br />A driver-less stagecoach rides into the town of Christian Flats with all passengers killed. It's scheduled to go on, but very few for obvious reasons want to risk the Cheyennes on the warpath out there. But Linda Darnell, Regis Toomey, John Lund, Whit Bissell, and Ward Bond each have their reasons for going on. And Dale Robertson who killed John Doucette in a gunfight after Doucette and Skip Homeier shot and left him for dead in the desert, is so anxious to go he's willing to drive the team.<br /><br />Of course the Cheyennes attack the intrepid group of passengers if forced into a dry wash for cover. Who will live and who will die is the remainder of the film.<br /><br />Dakota Incident came at the very end of Republic Pictures before Herbert J. Yates pulled the plug on his little studio. Westerns were their specialty, but normally of the kind Roy Rogers made. This would not have been a Rogers product. <br /><br />In fact it's beyond belief. The characters aren't ground in any kind of reality. Whit Bissell is taking back ore samples from his claim, but Robertson discovers it's iron pyrites, fool's gold. Toomey is a guitar playing cynic who goes mad from thirst. Darnell is after a cheating manager of her's, but really doesn't know what to do when she finds him. Lund is looking to bring in Robertson who committed a crime he took the rap for, but has to bring him in alive. For that he'd require help, but doesn't have any.<br /><br />But the worst is Ward Bond who's a United States Senator on his own peace mission to the Cheyennes. In real life Bond was a most right wing individual and I'm not sure this wasn't some kind of a caricature of what he would perceive as a liberal. He's really quite the fatuous fool, but I think that might have attracted him to the role.<br /><br />I tried to get into Dakota Incident, but couldn't. And the ending was a bizarre fantasy to say the least.<br /><br />Give it three stars for the cast involved.",0,1,0.9770234227180481,0.9540468454360962,FP,360
3152,"I'm accustomed to being patient with films because I've generally found it usually pays off. But a few works take tedium to new levels and enter the realm of provocation....""Last Year at Marienbad"" comes to mind. Well, ""Pola X"" ain't no ""Last Year at Marienbad"". I can count on one hand the number of films I've walked out on over the years. ""Pola X"" achieved membership in that august group. In my defense, I believe I made a valiant effort to stand my ground - hoping things would turn around. However, I finally threw in the towel just shy of the 90 minute mark - quite respectable under the circumstances. ""Pola X"" does not come anywhere near living up to the promise of Carax's earlier work. After a 10 year hiatus, that must have been bitter for him indeed. Melville is still spinning in his grave!",0,1,0.7827315330505371,0.5654630661010742,FP,142
3217,"Great music, but ain't these people PATHETIC?!? A true period piece of The Trippy Sixties, and it left me depressed. The director paints the wrong side of the jetset life and it stings as a hornets nest. If the culture of the time led people to do these things, it appears to me that it was all a journey of no discovery, only despair. I tried, really tried, to like this film, but these people aren't anywhere on my page. Yes, it would be nice to see the world, go away for awhile, but I always plan to come BACK. Drugs aren't the cause of these characters' downfalls, it's their lousy attitudes  these guys passionately drink their cup of poison. They cheapen their lives, and in the end, cheapen the journey that is life. Has romance ever been so dark?<br /><br />Cheers: Interesting scenery. Wonderful soundtrack by Pink Floyd.<br /><br />Caveats: Dated. Drugs. Depressing. Thoroughly unlikable characters; they aren't flower children.<br /><br />Only for the curious, since most packages swoon The Pink Floyd connection. ( Rare Floyd tracks many will have never heard before, as FM ain't what it was. )<br /><br />Rating: Two Stars.",0,1,0.967903196811676,0.935806393623352,FP,186
3238,"I finally managed to sit through a whole episode of this show. I was very, very tired. Clearly. Previously I would always have to turn it off because I thought it was that bad. Watching a full episode convinces me that it really is that bad. I couldn't even tell you what happened but I distinctively remember not laughing. For people who think this is the new All in the Family or Married with Children...have you ever actually WATCHED those shows? They are well written and well acted and most importantly, funny! This show is NOT funny. You might think so if this is the first sitcom you have ever watched. I cannot see who else would. I echo all previous sentiments about Arrested Development, etc... It's probably my own fault for getting frustrated with television and not watching it, thereby allowing the stupid people to dictate what actually stays on the air.",0,1,0.6976823806762695,0.39536476135253906,FP,153
3244,"If you haven't seen ""The War at Home"", let me tell you what you've been missing. It's a show about ethnic diversity and sexuality that could have only been edgy and funny in the 60's. Where America has grown in it's acceptance of race, sexual preference, religion, etc... this show seems to argue with that progress. It's a backward step in America's evolution.<br /><br />For example, one of the ongoing jokes of the show is that the WHITE daughter is dating a BLACK kid from school. This is obviously hilarious seeing as how you can't see that type of relationship at any mall in America. I've lived in both small towns and big cities, so don't give me some type of red state, blue state excuse. Not only is this the joke, but the father, who is supposedly not racist, finds this disturbing and asks his daughter repeatedly to break up with her boyfriend, which opposes his ""he may sound like a racist, but he's just dumb"" character.<br /><br />If this isn't enough, a second running joke is that one of the sons, and soon to be metro-sexual, is ambiguous in his sexual orientation. The audience learns over and over that he isn't gay, but the father isn't convinced, so he constantly avoids his son, afraid perhaps that his son will hit on him, as all gay men are nymphomaniac wild men, who can't control their will. The father always comes to some acceptance of his son, once per show, but usually goes on avoiding him in the following episode.<br /><br />The only way this show can cure itself in my eyes is if the continuous exposure to these ""unnatural occurrences in life"", open up the father's eyes a little, but that may be too much to ask - and besides, with jokes like these, I'm sure we'll have hilarity in episodes to come like - Episode 13, ""Father Votes Against Women Voters"", and Episode 14, ""My Muslim Neighbor is a Terrorist"".<br /><br />Please drop this show, FOX. We're living in a different world from the one your execs grew up in.",0,1,0.5369756817817688,0.0739513635635376,FP,340
3264,"Why is this one no good when the first one rocked? Try the fact that they attempted to replace Rodney Dangerfield with Jackie Mason! Please! That's like replacing the Beatles with Wierd Al. Randy Quaid is the only one that saves this movie from a zero.<br /><br />However, don't let this stop you from watching the first movie which was outstanding.",0,1,0.6810584664344788,0.3621169328689575,FP,59
3271,"When a hardworking entrepreneur is rejected from a prestigious country club, he starts a battle between the members and eventually buys it from Ty Webb(Chevy Chase) and turns it into a theme park/golf course in which everyone can join.<br /><br />This is by no means a good movie, but it is still slightly amusing at times. Almost all of the comedy is cheap slapstick and bad jokes except for Chevy Chase. Chevy Chase plays one of his greatest roles as Ty Webb for a second time and plays it great. He is not only the funniest character in the movie, he is the only funny character in the movie. Even Dan Akroyd fails to bring humor to this film which aspires to be a great sequel to a classic comedy but falls to rubble with others shown on Comedy Central. The movie might have been better if Ty Webb(Chase) had a larger role but instead he was reduced to a minor character and the star became Jackie Mason(Who??) They should have brought back all of the cast and made a sequel the right way! This is a perfect example of what not to do when making a sequel to an already great movie. Overall, Caddyshack II is humorous but a large mistake.<br /><br />I do not recommend this movie.",0,1,0.9882966876029968,0.9765933752059937,FP,215
3287,"So many bad reviewers, it made me wonder, what people are thinking while watching a simple flick made by a quite bad director??? Did you all expected a super-hit flawless movie?? No way, you already can see, Raj Kumar Kohli loves multi-starrer movies... All of his earlier works where multi-starrers, but no one was flawless. Take the first Jaani Dushman for instance, so many flaws, but still good fun. Anyways sticking to the movie, the movie Jaani Dushman is a Hindi fantasy film about a snake, who can take any form (Armaan (Munish) Kohli) which takes revenge for the suicide of its lover (Manisha Koirala) on the people who caused it. Its quite good, with a great star-cast. But i think it could have been much much better. For instance, take the script, can't say its flawless. For example Take the ages:<br /><br />Do 40-48 yrs old still study in university??<br /><br />There are many many more, i won't list more, but there are dozen more. A solid 5.5 is good for this one.<br /><br />**.75",0,1,0.9242894649505615,0.848578929901123,FP,168
3293,"Dean Koontz's book ""Watchers"" is one of the finest books I have read. Sadly, the movie is a sad caricature of the book. The disillusioned middle-aged hero and the lonely spinster with whom he finds a meaning to his life are converted in the movie into a couple of silly teenagers, the stoic security agent and the conscientious sheriff are combined into a farcical villain - you get the picture? The moviemakers have taken a moving tale of love, horror and adventure and converted it into a Z-Grade horror flick aimed - very poorly - at the teen market.<br /><br />Buy the book and enjoy many hours of reading - it will be far, far more rewarding than watching the movie.<br /><br />",0,1,0.6342129707336426,0.26842594146728516,FP,115
3305,"A great gangster flick, with brilliant performances by well-known actors with great action scenes? Well, not this one.<br /><br />It's rather amazing to see such a wide cast of well-known actors, that have many good movies in their filmographies in such a movie, without doubt this may be one of the worst they could possibly appear in.<br /><br />First of all, the plot is as you'd expect it from your average gangster biography, nothing new, nothing fancy in it. The way it is told makes the movie look a LOT longer than it is (when i thought the two hours should be almost over, i was quite surprised that only 45 minutes had passed).<br /><br />The action scenes look a lot like those from 80ies TV series - the A-Team, for example. It's just that in the 80ies (esp. with the A-Team) those scenes were far more sophisticated than those in ""El Padrino"". It's especially fun to see the guys point their guns in the air and still hit something (not to talk about people that take cover behind car doors which later look like they've been shot through).<br /><br />The acting fits quite nicely to the action. Either you get the same reaction to everything that happens (Dolph Lundgren style), or it's so overacted that you may think it's a parody (but unfortunately it's not).<br /><br />My advise is to stay away from this movie, any other gangster movie is better than this one.",0,1,0.809421181678772,0.618842363357544,FP,233
3311,"A little while ago, I stumbled upon this DVD while browsing Netflix, and with such an impressive cast, decided to give it a go.<br /><br />Never before have I seen a movie try to be a new version of an existing great movie (Scarface) and failing so spectacularly.<br /><br />The main issue seems to be a complete misunderstanding of what the story should be. In Scarface, Tony Montana was the self-proclaimed ""bad guy."" His spectacular rise and eventual downfall wasn't sad, it was a great (and the only logical ending) to someone who lived such a life.<br /><br />Damian Chapa, as director, writer, and lead actor, sees Kilo as some sort of hero, or at least a complicated guy. However he doesn't want to do the grunt work of creating a realistic, sympathetic character. He was raised by a white mother, except for the six months of his childhood where his father, a gangster himself, showed him his life. For reasons never fully explained or even really mentioned, he decides he wants to be a drug dealer, and actually drives to the bad part of town, approaches two dealers and says, ""Hey, I'd like to buy some drugs."" He drops his father's name, and in apparently no time they are not only rich, the two guys who are supplying him are acting subserviently to him for reasons, again, never explained.<br /><br />Chapa wants you to feel bad when his character is sentenced to prison when a police informant lies about him. However, since he's dealt large quantities of drugs before, why should one feel sympathy for him going to jail for it this time? The most obvious case of Chapa wanting to be the good guy is in his prison execution of a White Supremacist/rapist played by Gary Busey. In Scarface, Tony Montana kills someone in prison because he pretty much has to in order to elevate himself, it's done, he moves on. But in this case they ham-handedly have to make Busey not only a rapist/pedophile but also a White supremacist. A little overkill, don't you think? I won't go into detail in this regard too much more, but their desperate message of ""PLEASE LIKE ME! I'M A COMPLICATED GANGSTER!"" fails on every level. Try as they might, I didn't feel bad, conflicted, or sympathetic when his buddies are killed (following a shootout), his wife is also killed (shortly after she called him out on being a lousy father, and during an attempted escape when he decided it'd be OK to ride right next to a car filled with gunmen while his wife is in the car), and his eventual demise.<br /><br />Suffice it to say his acting can be fairly summed up as lousy, his only achievement bringing the term ""wooden"" to starry new heights. Busey should be credited for actually putting effort into his ridiculous role. Tiny Lister did well. Stacy Keach is playing his warden from Prison Break role. Robert Wagner is coasting for a paycheck. Faye Dunaway, while a touch dramatic, still turns in a performance better than this movie deserved. Brad Dourif is in the film for about two minutes and does what he can. And to give the film credit, it does one-up Scarface in one way - Jennifer Tilly now holds the title of ""Most Ridiculous Attempt at a Hispanic Accent."" (Sorry Robert Loggia.) In short, this movie had an interesting premise, but a poor story arc, unsympathetic characters, and hit-or-miss performances. I'd advise Mr. Chapa to ease up on the forced sympathy next time - really, we don't need to like your character, we just need to be interested. Better luck next time.",0,1,0.9819506406784058,0.9639012813568115,FP,600
3332,"I managed to see this at what I think was the second screening in the world, a few days after its opening at the Dublin International Film Festival. While I was attending another film two nights later at the same theater, I saw Brendan Gleeson, Paul Mercier and the rest of the cast & crew at another promotional screening of Studs.<br /><br />I have to say that I was bitterly disappointed with the film, I was by no means expecting a masterpiece, but what was presented to me, I believe lacked all the crucial elements of the genre it had set itself into. Before I continue, two things, I accept that some filmmakers like to subvert generic expectations, here this is simply not the case. Secondly, I know that it was based on a play (which I haven't read but have been informed that it isn't a shimmering piece of literature), but this does not excuse the massive narrative problems that permeate the film.<br /><br />My main problem with the film is the script, forget that it was based on a play, as a sports comedy it simply doesn't work, the down and out team are trying to win a football cup, few of the games are shown (when they are, it is very short) and we are not given any satisfaction due to any of their sporting achievements. Having read so far, you might assume that it is not a strict sports film but a psychological study of the relation between a ""charlatan"" of a manager and his hopeless team. It certainly does not achieve this, I'm not even sure if it was aiming to. Any attempt to shed light on the history of any of the characters is hackneyed and peripheral. Overall, I found the script lacking in many respects.<br /><br />I do think the performances and the music were good and technically, the film was well made. But aside from those points, which should be expected from any Irish film at this stage, I left the theater feeling very disappointed.<br /><br />My judgment may seem harsh but I do think there is some hope for a strong national Irish cinema in the near future and this simply does not back that argument. As Studs has become a recommended Dublin Cineworld film (I was part of the audience at that screening), most people would seem to be disagreeing with me, so that means you should probably make your own judgment of the film.",0,1,0.823705792427063,0.647411584854126,FP,406
3343,"I love how everyone treats this show like it was the next great American sitcom. I watched five episodes of this abomination, and the only person that came close to an actual teacher was the old guy that sort of loved and hated his job. The rest of them were just pretty people trying to read the lines written by people who never actually went inside of a real classroom. I loved how every episode consisted of the two idiots (one who got laid and the other who didn't) getting into some form of zany trouble that indirectly involved their students. The British girl who thought she found an likable quality in the main idiot, but in the end was somehow shocked that he turned out to be a jackass. The hot chick that was there for the particular purpose of being hot, and the principal and her lackey that served to somehow move the almost non-existent plot forward. I loved how almost all the teachers on this show were very young, but I ask you to think back to your high school days and remember the teachers that you had . . . did they look like that? Or did you go to the high school that had middle-aged people teaching in it? That is the high school that everyone else went to. The show lacked any form of research into what goes on in schools. In public schools, principals do not have the power to higher and fire teachers, the school board does, but in every episode that I watched the principal made threats to fire her teachers. Think back to your history class . . . . . or think of any history class, did you ever see an incredibly hot British chick teach an American History class? No. Did you ever see a teacher's lounge that is so huge that you could actually play basketball in? No.<br /><br />Teachers could have been a great show had it actually of based itself in some form of reality. What makes teaching funny is the stories that you get from interaction with students, and the teachers find it funny because they deal with the students day in and day out. The overemphasis on their lives outside of teaching just made it another four camera sitcom that had unrealistic people in an unrealistic environment saying unrealistic lines, and I'm sorry, I just didn't buy it. The show could have modeled itself after other currently successful sitcoms and used a single-camera format, and it should have centered more around the teacher's relationships with their students and not with each other.<br /><br />It gets a star for trying and a star for the hot chick (she was really hot).<br /><br />In the end, it was a failed sitcom that will go down in history as a hacks attempt to understand a profession. I only hope that if they make another sitcom based on teaching that they learn from their mistakes so that a monstrosity such as this never touches the television screen.",0,1,0.7163533568382263,0.43270671367645264,FP,496
